1.0,0.0
0.9,0.0
0.8,0.0
0.7000000000000001,0.0
0.6000000000000001,0.0
0.5000000000000001,0.0
0.40000000000000013,0.0
0.30000000000000016,0.0
0.20000000000000018,0.0
0.1000000000000002,0.0
0.0,0.0
0.0,0.1
0.0,0.2
0.0,0.30000000000000004
0.0,0.4
0.0,0.5
0.0,0.6000000000000001
0.0,0.7000000000000001
0.0,0.8
0.0,0.9
0.0,1.0
0.0,1.1
0.0,1.2000000000000002
0.0,1.3
0.0,1.4000000000000001
0.0,1.5
0.0,1.6
0.0,1.7000000000000002
0.0,1.8
0.0,1.9000000000000001
0.0,2.0
0.1,2.0
0.2,2.0
0.30000000000000004,2.0
0.4,2.0
0.5,2.0
0.6000000000000001,2.0
0.7000000000000001,2.0
0.8,2.0
0.9,2.0
1.0,2.0
1.0,1.9
1.0,1.7999999999999998
1.2333333333333334,1.6999999999999997
1.4666666666666668,1.5999999999999996
1.7000000000000002,1.4999999999999996
1.4666666666666668,1.3999999999999995
1.2333333333333334,1.2999999999999994
1.0,1.1999999999999993
1.0,1.0999999999999992
1.0,0.9999999999999991
1.0,0.899999999999999
1.0,0.7999999999999989
1.0,0.6999999999999988
1.0,0.5999999999999988
1.0,0.49999999999999867
1.0,0.3999999999999986
1.0,0.2999999999999985
1.0,0.1999999999999984
1.0,0.09999999999999831
