1.0,0.0
0.9,0.0
0.8,0.0
0.7000000000000001,0.0
0.6000000000000001,0.0
0.5000000000000001,0.0
0.40000000000000013,0.0
0.30000000000000016,0.0
0.20000000000000018,0.0
0.1000000000000002,0.0
0.0,0.0
0.0,0.1
0.0,0.2
0.0,0.30000000000000004
0.0,0.4
0.0,0.5
0.0,0.6000000000000001
0.0,0.7000000000000001
0.0,0.8
0.0,0.9
0.0,1.0
0.0,1.1
0.0,1.2000000000000002
0.0,1.3
0.0,1.4000000000000001
0.0,1.5
0.0,1.6
0.0,1.7000000000000002
0.0,1.8
0.0,1.9000000000000001
0.0,2.0
0.08,2.0
0.16,2.0
0.24,2.0
0.32,2.0
0.4,2.0
0.48,2.0
0.56,2.0
0.64,2.0
0.72,2.0
0.8,2.0
0.81,1.9
0.8200000000000001,1.7999999999999998
0.8300000000000001,1.6999999999999997
0.8400000000000001,1.5999999999999996
0.8500000000000001,1.4999999999999996
0.8600000000000001,1.3999999999999995
0.8700000000000001,1.2999999999999994
0.8800000000000001,1.1999999999999993
0.8900000000000001,1.0999999999999992
0.9000000000000001,0.9999999999999991
0.9100000000000001,0.899999999999999
0.9200000000000002,0.7999999999999989
0.9300000000000002,0.6999999999999988
0.9400000000000002,0.5999999999999988
0.9500000000000002,0.49999999999999867
0.9600000000000002,0.3999999999999986
0.9700000000000002,0.2999999999999985
0.9800000000000002,0.1999999999999984
0.9900000000000002,0.09999999999999831
